6.110100000000000087e+00,1.759199999999999875e+01
5.527700000000000280e+00,9.130200000000000315e+00
8.518599999999999284e+00,1.366200000000000081e+01
7.003199999999999648e+00,1.185399999999999920e+01
5.859799999999999898e+00,6.823299999999999699e+00
8.382899999999999352e+00,1.188599999999999923e+01
7.476399999999999935e+00,4.348300000000000054e+00
8.578099999999999170e+00,1.200000000000000000e+01
6.486200000000000188e+00,6.598700000000000010e+00
5.054599999999999760e+00,3.816600000000000215e+00
5.710700000000000109e+00,3.252200000000000202e+00
1.416399999999999970e+01,1.550500000000000078e+01
5.733999999999999986e+00,3.155100000000000016e+00
8.408400000000000318e+00,7.225799999999999557e+00
5.640699999999999825e+00,7.161800000000000388e-01
5.379400000000000404e+00,3.512900000000000134e+00
6.365400000000000169e+00,5.304800000000000182e+00
5.130099999999999660e+00,5.607699999999999907e-01
6.429599999999999760e+00,3.651800000000000157e+00
7.070800000000000196e+00,5.389300000000000423e+00
6.189099999999999824e+00,3.138599999999999834e+00
2.026999999999999957e+01,2.176699999999999946e+01
5.490099999999999980e+00,4.262999999999999901e+00
6.326100000000000279e+00,5.187500000000000000e+00
5.564899999999999736e+00,3.082500000000000018e+00
1.894500000000000028e+01,2.263800000000000168e+01
1.282799999999999940e+01,1.350099999999999945e+01
1.095700000000000074e+01,7.046700000000000408e+00
1.317600000000000016e+01,1.469200000000000017e+01
2.220299999999999940e+01,2.414699999999999847e+01
5.252399999999999736e+00,-1.219999999999999973e+00
6.589400000000000368e+00,5.996599999999999930e+00
9.248200000000000642e+00,1.213400000000000034e+01
5.891799999999999926e+00,1.849499999999999922e+00
8.211100000000000065e+00,6.542600000000000193e+00
7.933399999999999785e+00,4.562299999999999578e+00
8.095900000000000318e+00,4.116399999999999615e+00
5.606300000000000061e+00,3.392799999999999816e+00
1.283600000000000030e+01,1.011700000000000088e+01
6.353399999999999714e+00,5.497399999999999842e+00
5.406900000000000261e+00,5.565700000000000092e-01
6.882500000000000284e+00,3.911500000000000199e+00
1.170800000000000018e+01,5.385399999999999743e+00
5.773699999999999832e+00,2.440599999999999881e+00
7.824699999999999989e+00,6.731799999999999784e+00
7.093099999999999739e+00,1.046300000000000008e+00
5.070199999999999818e+00,5.133700000000000152e+00
5.801400000000000112e+00,1.844000000000000083e+00
1.169999999999999929e+01,8.004300000000000637e+00
5.541599999999999859e+00,1.017900000000000027e+00
7.540199999999999569e+00,6.750399999999999956e+00
5.307699999999999640e+00,1.839599999999999902e+00
7.423899999999999721e+00,4.288499999999999979e+00
7.603100000000000414e+00,4.998099999999999987e+00
6.332799999999999763e+00,1.423300000000000010e+00
6.358900000000000219e+00,-1.421100000000000030e+00
6.274200000000000443e+00,2.475600000000000023e+00
5.639700000000000379e+00,4.604199999999999626e+00
9.310200000000000031e+00,3.962400000000000144e+00
9.453599999999999781e+00,5.414100000000000357e+00
8.825400000000000134e+00,5.169400000000000439e+00
5.179299999999999571e+00,-7.427899999999999503e-01
2.127899999999999991e+01,1.792899999999999849e+01
1.490799999999999947e+01,1.205400000000000027e+01
1.895899999999999963e+01,1.705399999999999849e+01
7.218200000000000394e+00,4.885200000000000209e+00
8.295099999999999696e+00,5.744200000000000195e+00
1.023600000000000065e+01,7.775400000000000311e+00
5.499399999999999622e+00,1.017300000000000093e+00
2.034100000000000108e+01,2.099200000000000088e+01
1.013599999999999923e+01,6.679899999999999949e+00
7.334500000000000242e+00,4.025900000000000034e+00
6.006199999999999761e+00,1.278399999999999981e+00
7.225900000000000212e+00,3.341099999999999959e+00
5.026900000000000368e+00,-2.680699999999999861e+00
6.547900000000000276e+00,2.967799999999999883e-01
7.538599999999999746e+00,3.884500000000000064e+00
5.036500000000000199e+00,5.701399999999999579e+00
1.027399999999999913e+01,6.752600000000000158e+00
5.107700000000000351e+00,2.057599999999999874e+00
5.729199999999999626e+00,4.795300000000000118e-01
5.188399999999999679e+00,2.042100000000000026e-01
6.355699999999999683e+00,6.786100000000000465e-01
9.768700000000000827e+00,7.543499999999999872e+00
6.515900000000000247e+00,5.343600000000000350e+00
8.517200000000000770e+00,4.241500000000000270e+00
9.180199999999999250e+00,6.798099999999999810e+00
6.001999999999999780e+00,9.269500000000000517e-01
5.520400000000000418e+00,1.519999999999999962e-01
5.059400000000000119e+00,2.821400000000000130e+00
5.707699999999999996e+00,1.845099999999999962e+00
7.636599999999999611e+00,4.295899999999999608e+00
5.870700000000000252e+00,7.202899999999999636e+00
5.305399999999999672e+00,1.986900000000000110e+00
8.293400000000000105e+00,1.445400000000000018e-01
1.339400000000000013e+01,9.055099999999999483e+00
5.436899999999999622e+00,6.170499999999999874e-01
