2.104000000000000000e+03,3.000000000000000000e+00,3.999000000000000000e+05
1.600000000000000000e+03,3.000000000000000000e+00,3.299000000000000000e+05
2.400000000000000000e+03,3.000000000000000000e+00,3.690000000000000000e+05
1.416000000000000000e+03,2.000000000000000000e+00,2.320000000000000000e+05
3.000000000000000000e+03,4.000000000000000000e+00,5.399000000000000000e+05
1.985000000000000000e+03,4.000000000000000000e+00,2.999000000000000000e+05
1.534000000000000000e+03,3.000000000000000000e+00,3.149000000000000000e+05
1.427000000000000000e+03,3.000000000000000000e+00,1.989990000000000000e+05
1.380000000000000000e+03,3.000000000000000000e+00,2.120000000000000000e+05
1.494000000000000000e+03,3.000000000000000000e+00,2.425000000000000000e+05
1.940000000000000000e+03,4.000000000000000000e+00,2.399990000000000000e+05
2.000000000000000000e+03,3.000000000000000000e+00,3.470000000000000000e+05
1.890000000000000000e+03,3.000000000000000000e+00,3.299990000000000000e+05
4.478000000000000000e+03,5.000000000000000000e+00,6.999000000000000000e+05
1.268000000000000000e+03,3.000000000000000000e+00,2.599000000000000000e+05
2.300000000000000000e+03,4.000000000000000000e+00,4.499000000000000000e+05
1.320000000000000000e+03,2.000000000000000000e+00,2.999000000000000000e+05
1.236000000000000000e+03,3.000000000000000000e+00,1.999000000000000000e+05
2.609000000000000000e+03,4.000000000000000000e+00,4.999980000000000000e+05
3.031000000000000000e+03,4.000000000000000000e+00,5.990000000000000000e+05
1.767000000000000000e+03,3.000000000000000000e+00,2.529000000000000000e+05
1.888000000000000000e+03,2.000000000000000000e+00,2.550000000000000000e+05
1.604000000000000000e+03,3.000000000000000000e+00,2.429000000000000000e+05
1.962000000000000000e+03,4.000000000000000000e+00,2.599000000000000000e+05
3.890000000000000000e+03,3.000000000000000000e+00,5.739000000000000000e+05
1.100000000000000000e+03,3.000000000000000000e+00,2.499000000000000000e+05
1.458000000000000000e+03,3.000000000000000000e+00,4.645000000000000000e+05
2.526000000000000000e+03,3.000000000000000000e+00,4.690000000000000000e+05
2.200000000000000000e+03,3.000000000000000000e+00,4.750000000000000000e+05
2.637000000000000000e+03,3.000000000000000000e+00,2.999000000000000000e+05
1.839000000000000000e+03,2.000000000000000000e+00,3.499000000000000000e+05
1.000000000000000000e+03,1.000000000000000000e+00,1.699000000000000000e+05
2.040000000000000000e+03,4.000000000000000000e+00,3.149000000000000000e+05
3.137000000000000000e+03,3.000000000000000000e+00,5.799000000000000000e+05
1.811000000000000000e+03,4.000000000000000000e+00,2.859000000000000000e+05
1.437000000000000000e+03,3.000000000000000000e+00,2.499000000000000000e+05
1.239000000000000000e+03,3.000000000000000000e+00,2.299000000000000000e+05
2.132000000000000000e+03,4.000000000000000000e+00,3.450000000000000000e+05
4.215000000000000000e+03,4.000000000000000000e+00,5.490000000000000000e+05
2.162000000000000000e+03,4.000000000000000000e+00,2.870000000000000000e+05
1.664000000000000000e+03,2.000000000000000000e+00,3.685000000000000000e+05
2.238000000000000000e+03,3.000000000000000000e+00,3.299000000000000000e+05
2.567000000000000000e+03,4.000000000000000000e+00,3.140000000000000000e+05
1.200000000000000000e+03,3.000000000000000000e+00,2.990000000000000000e+05
8.520000000000000000e+02,2.000000000000000000e+00,1.799000000000000000e+05
1.852000000000000000e+03,4.000000000000000000e+00,2.999000000000000000e+05
1.203000000000000000e+03,3.000000000000000000e+00,2.395000000000000000e+05
