3.462365962451696788e+01,7.802469281536239976e+01,0.000000000000000000e+00
3.028671076822606878e+01,4.389499752400101329e+01,0.000000000000000000e+00
3.584740876993871694e+01,7.290219802708364227e+01,0.000000000000000000e+00
6.018259938620975902e+01,8.630855209546825790e+01,1.000000000000000000e+00
7.903273605071009911e+01,7.534437643691029507e+01,1.000000000000000000e+00
4.508327747668339214e+01,5.631637178153049916e+01,0.000000000000000000e+00
6.110666453684765997e+01,9.651142588489624075e+01,1.000000000000000000e+00
7.502474556738889078e+01,4.655401354116538215e+01,1.000000000000000000e+00
7.609878670226257213e+01,8.742056971926803044e+01,1.000000000000000000e+00
8.443281996120035160e+01,4.353339331072108820e+01,1.000000000000000000e+00
9.586155507093572226e+01,3.822527805795093769e+01,0.000000000000000000e+00
7.501365838958247423e+01,3.060326323428011008e+01,0.000000000000000000e+00
8.230705337399481891e+01,7.648196330235603568e+01,1.000000000000000000e+00
6.936458875970939175e+01,9.771869196188607987e+01,1.000000000000000000e+00
3.953833914367223201e+01,7.603681085115881899e+01,0.000000000000000000e+00
5.397105214856230049e+01,8.920735013750204701e+01,1.000000000000000000e+00
6.907014406283025210e+01,5.274046973016765349e+01,1.000000000000000000e+00
6.794685547711617346e+01,4.667857410673128271e+01,0.000000000000000000e+00
7.066150955499435327e+01,9.292713789364830745e+01,1.000000000000000000e+00
7.697878372747497622e+01,4.757596364975532310e+01,1.000000000000000000e+00
6.737202754570876095e+01,4.283843832029179310e+01,0.000000000000000000e+00
8.967677575072079321e+01,6.579936592745237078e+01,1.000000000000000000e+00
5.053478828988299654e+01,4.885581152764204660e+01,0.000000000000000000e+00
3.421206097786789257e+01,4.420952859866287810e+01,0.000000000000000000e+00
7.792409145457040154e+01,6.897235999330590062e+01,1.000000000000000000e+00
6.227101367004632237e+01,6.995445795447587045e+01,1.000000000000000000e+00
8.019018075095659981e+01,4.482162893218352906e+01,1.000000000000000000e+00
9.311438879744200392e+01,3.880067033713208957e+01,0.000000000000000000e+00
6.183020602312595315e+01,5.025610789244620946e+01,0.000000000000000000e+00
3.878580379679422663e+01,6.499568095539578394e+01,0.000000000000000000e+00
6.137928944742500192e+01,7.280788731317096563e+01,1.000000000000000000e+00
8.540451939411644844e+01,5.705198397627121665e+01,1.000000000000000000e+00
5.210797973193984234e+01,6.312762376881715198e+01,0.000000000000000000e+00
5.204540476831827078e+01,6.943286012045221867e+01,1.000000000000000000e+00
4.023689373545111181e+01,7.116774802184875170e+01,0.000000000000000000e+00
5.463510555424817028e+01,5.221388588061122960e+01,0.000000000000000000e+00
3.391550010906887280e+01,9.886943574220610742e+01,0.000000000000000000e+00
6.417698887494485405e+01,8.090806058670817436e+01,1.000000000000000000e+00
7.478925295941542117e+01,4.157341522824434321e+01,0.000000000000000000e+00
3.418364002644189981e+01,7.523772033601339615e+01,0.000000000000000000e+00
8.390239366249154784e+01,5.630804621605327043e+01,1.000000000000000000e+00
5.154772026906181281e+01,4.685629026349975845e+01,0.000000000000000000e+00
9.444336776917852205e+01,6.556892160559051774e+01,1.000000000000000000e+00
8.236875375713918856e+01,4.061825515970618028e+01,0.000000000000000000e+00
5.104775177128865238e+01,4.582270145776001158e+01,0.000000000000000000e+00
6.222267576120187726e+01,5.206099194836679089e+01,0.000000000000000000e+00
7.719303492601363814e+01,7.045820000180958687e+01,1.000000000000000000e+00
9.777159928000232014e+01,8.672782233002820362e+01,1.000000000000000000e+00
6.207306379667647178e+01,9.676882412413982593e+01,1.000000000000000000e+00
9.156497449807442024e+01,8.869629254546599384e+01,1.000000000000000000e+00
7.994481794066932423e+01,7.416311935043758297e+01,1.000000000000000000e+00
9.927252692925719657e+01,6.099903099844988219e+01,1.000000000000000000e+00
9.054671411399851877e+01,4.339060180650027121e+01,1.000000000000000000e+00
3.452451385320009081e+01,6.039634245837172699e+01,0.000000000000000000e+00
5.028649611899069782e+01,4.980453881323059306e+01,0.000000000000000000e+00
4.958667721632031089e+01,5.980895099453265118e+01,0.000000000000000000e+00
9.764563396007767437e+01,6.886157272420604158e+01,1.000000000000000000e+00
3.257720016809309271e+01,9.559854761387875044e+01,0.000000000000000000e+00
7.424869136721598295e+01,6.982457122657193338e+01,1.000000000000000000e+00
7.179646205863379294e+01,7.845356224515052190e+01,1.000000000000000000e+00
7.539561146568030381e+01,8.575993667331619008e+01,1.000000000000000000e+00
3.528611281526193011e+01,4.702051394723415711e+01,0.000000000000000000e+00
5.625381749711623769e+01,3.926147251058019094e+01,0.000000000000000000e+00
3.005882244669795966e+01,4.959297386723685008e+01,0.000000000000000000e+00
4.466826172480892865e+01,6.645008614558912541e+01,0.000000000000000000e+00
6.656089447242953838e+01,4.109209807936972680e+01,0.000000000000000000e+00
4.045755098375163783e+01,9.753518548909936214e+01,1.000000000000000000e+00
4.907256321908843688e+01,5.188321182073966042e+01,0.000000000000000000e+00
8.027957401466997567e+01,9.211606081344083918e+01,1.000000000000000000e+00
6.674671856944038950e+01,6.099139402740988203e+01,1.000000000000000000e+00
3.272283304060322706e+01,4.330717306430062763e+01,0.000000000000000000e+00
6.403932041506010364e+01,7.803168802018231531e+01,1.000000000000000000e+00
7.234649422579923339e+01,9.622759296761404357e+01,1.000000000000000000e+00
